,franchise_href,franchise_name,description,franchise_category,franchise_type,costs,phone_number,email_address,year_established,company_name,company_address,country,currency,license_duration_in_years,net_profits_per_month,return_of_investments,royalty_fees_per_month,labels,,19,Education,Transportation,Automotive,Cleaning Services,Tour & Travel,Food & Beverage,Jasa Logistics,Hobby & Entertainment,Logistics,Beauty & Healthy,Teknologi,Cleaninf Servces,Retail & Minimarket,Advertising,Fashion,Finance,Food & Beverage Shop,Health & Beauty,Technology
10,https://fleibisnis.com/franchisedetails/ayamgepukpakgembus,Ayam Gepuk Pak Gembus,"Siapa tak kenal Ayam Gepuk Pak Gembus? Pedasnya bikin nagih dan pengen lagi. Apalagi kamu yang suka banget makan pedas, pasti tau banget Ayam Gepuk Pak Gembus. Ayam Gepuk asal Yogyakarta ini sudah memiliki gerai hampir diseluruh Indonesia lho. Nah, kalo selama ini kamu yang belum tau rasanya yang pedas dan nikmat, segera datang atau bisa beli secara online.",Food & Beverage,Kemitraan,142000000.0,,,2013.0,"Gelora Muda Berjaya, PT","Maqna Residence Ruko 8 dan 9 Jl. Meruya Ilir Raya No.88, Jakarta Barat, Indonesia",Indonesia,,3.0,,40,2,654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,https://fleibisnis.com/franchisedetails/bakmibaksobooster,Bakmi Bakso Booster,Bakmi bakso booster adalah bakmi dan bakso gerobakan pertama di indonesia dengan varian menu klasik dan menu kekiniaan,Food & Beverage,Kemitraan,150000000.0,,,2017.0,Sajindo Kimura Raya. PT,"Jalan Bintara 15 No.26 RW013, Bintara , kec Bekasi Barat , Jawa barat 17134. Indonesia",Indonesia,IDR,5.0,20000000.0,30,3,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,https://fleibisnis.com/franchisedetails/baksokampungquestelerkapten,Bakso Kampungqu & Es Teler Kapten,Bakso Kampungqu adalah perusahaan yang bergerak di bidang industri makanan yang berdiri sejak tahun 2010 dan sudah memiliki lebih dari 110 gerai yang yang tersebar di seluruh Indonesia saat ini.,Food & Beverage,Kemitraan,18000000.0,,,2010.0,Bakso Kampungqu,"Jl. Affandi No. 18B, Gejayan, Depok, Catur Tunggal, Sleman  Yogyakarta, Indonesia",Indonesia,IDR,,8000000.0,,,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,https://fleibisnis.com/franchisedetails/bapauthing,Bapauthing,"Dikenal sebagai ""Bapau"" Family, Baim & Paula, yang telah berkecimpung dibisnis F&B yaitu Donuthing. Berinovasi membuat camilan Bakpao yang menggugah selera.",Food & Beverage,Kemitraan,24000000.0,,,2021.0,"Dunia Patiseri Tanpa Batas, PT","Jl. Ruko Orlin Arcade Blok RO No.10 Serpong Jaya, Tangerang, Indonesia",Indonesia,IDR,3.0,7390000.0,20,,196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,https://fleibisnis.com/franchisedetails/bebekrenon,Bebek Renon,"Kuliner Nusantara Herritage, sajian Bebek Goreng Krispy khas Bali dengan sambal renon yang pedas serta sambal matah Bali yang menyegarkan.",Food & Beverage,Waralaba,580000000.0,,,2011.0,"Trio Express Abadi Makmur, PT","Jl. Pangkalan Jati No.36, Pangkalan Jati, Jakarta Selatan 12450, Indonesia",Indonesia,IDR,5.0,20000000.0,74,1,415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,https://fleibisnis.com/franchisedetails/bezzeracoffeemachine,BEZZERA Coffee Machine,"BEZZERA Coffee Machine membuka jalan menuju kesuksesan dalam industri kopi. Dengan mesin kopi yang dikemas dengan inovasi dan kualitas, memulai bisnis kopi dengan brand ini memberikan keunggulan kompetitif yang signifikan. Para pengusaha dapat menawarkan pengalaman kopi premium dengan cita rasa yang konsisten, menarik pelanggan yang menghargai kualitas dan detail dalam setiap cangkir. Selain itu, daya tarik estetika mesin kopi BEZZERA juga dapat meningkatkan citra kafe atau usaha kopi Anda, menciptakan lingkungan yang mengundang dan eksklusif. Dengan kombinasi antara desain yang menawan dan teknologi terkini, menjadikan bisnis dengan BEZZERA Coffee Machine pilihan yang cerdas untuk mengukir keberhasilan di industri kopi yang kompetitif.",Food & Beverage,Waralaba,50000000.0,,,1972.0,Rotaryana,"Jl. Teuku Cik Ditiro No.16 Gondangdia, Menteng, Jakarta Pusat, Indonesia",Indonesia,IDR,,,,,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,https://fleibisnis.com/franchisedetails/biru,BIRU,"Dengan mengusung Visi BIRU yaitu ""Tumbuh Memimpin Pasar Air Minum Isi Ulang Melalui Penerapan PrinsipPrinsip Bisnis dan Kemanusiaan yang Benar"", waralaba BIRU menjadi yang pertama menawarkan konsep bisnis waralaba/franchise untuk kategori usaha depo air minum di Indonesia (Rekor Muri 2007).",Health & Beauty,Waralaba,530640000.0,,,2002.0,"Biru Semesta Abadi, PT",,Indonesia,IDR,10.0,10000000.0,22,9,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,https://fleibisnis.com/franchisedetails/blackcanyoncoffee,Black Canyon Coffee,"Black Canyon Coffee mengoperasikan Coffee House/Restaurant dengan menyajikan makanan dan minuman dengan kualitas terbaik, yang terletak di pusat perbelanjaan, pertokoan, Rumah Sakit, Hotel, dan lokasi lainnya di seluruh Indonesia serta di beberapa Negara lainnya termasuk pusat kami di Thailand.",Food & Beverage,Kemitraan,850000000.0,,,1993.0,"Bhojana Cipta Hita Indonesia, PT","Jl. Sidosermo 10A Surabaya, Jawa Timur, Indonesia",Thailand,IDR,10.0,80000000.0,3,10,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,https://fleibisnis.com/franchisedetails/bobapan,Boba Pan,Boba Pan adalah bisnis kuliner makanan dan minuman boba yang digemari dan diburu oleh foodlovers seIndonesia.,Food & Beverage,Waralaba,45000000.0,,,2017.0,Makko Group,"Jl. Telesonik Komplek Pergudangan Surya No. 10 Tangerang, Banten 15136, Indonesia",Indonesia,IDR,,25500000.0,34,,149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,https://fleibisnis.com/franchisedetails/boscoffee,Bo's Coffee,"Bo's Coffee adalah homegrown specialty coffee chain terpopuler di Filipina yang didirikan oleh Steve Benitez pada tahun 1996 di Cebu, Filipina.",Food & Beverage,Waralaba,100000.0,,,1996.0,"WS And Landin, Inc.","Warehouse #0,Pines St., Brgy Buayang Bato, Mandaluyong City 1550, Philippine.",Filipina,USD,10.0,,,,148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,https://fleibisnis.com/franchisedetails/bulgogiyaa,BULGOGI YAA,Bulgogi Yaa! Mengembangkan menumenu khas Korea agar masyarakat Indonesia Dapat menikmati pengalaman Kuliner seperti sedang berada di Korea.,Food & Beverage,Kemitraan,200000000.0,,,2019.0,"Moana Odina Harmoni, PT","Lt. 2 The View Building, Jl. Pahlawan Revolusi No.5, RT.8/RW.9, Kota Jakarta Timur, Indonesia,",Indonesia,IDR,3.0,50000000.0,35,5,156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,https://fleibisnis.com/franchisedetails/bumbumbobaindonesia,Bum Bum Boba Indonesia,"Bum Bum Boba Indonesia merupakan bisnis minuman yang mengusung konsep minuman kekinian. Hadir dengan puluhan minuman yang sangat variatif sesuai trend sekarang. Kualitas minuman yang premium tapi harga yang sangat terjangkau, sehingga masyarakat dari kalangan atas sampai middle low bisa merasakan minuman ini.",Food & Beverage,Waralaba,3500000.0,,,2020.0,Berdikari Minuman Group,"Jl. Raya Kaling, Tasikmadu, Karanganyar, Jawa Tengah, Indonesia",Indonesia,IDR,3.0,5000000.0,,,157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,https://fleibisnis.com/franchisedetails/burgerbangor,Burger Bangor,"Burger Bangor merupakan bisnis makanan dengan racikan citarasa bangor yang berbeda, menggunakan bahan baku 100% daging sapi Australia berkualitas tinggi dan rendah lemak, juga roti dan saos yang dibuat sendiri dengan harga terjangkau mulai dari Rp.12.500",Food & Beverage,Kemitraan,79000000.0,,,2019.0,"Bangor Berkembang Abadi, PT","Duta Indah Karya Blok C No.12 Rawabuaya, Cengkareng, Jakarta Barat, Indonesia",Indonesia,IDR,3.0,,100,,158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,https://fleibisnis.com/franchisedetails/camcaw,CamCaw,"CamCaw Indonesia adalah perusahaan yang bergerak di waralaba food service sejak tahun 2014 dan telah dipercaya oleh ratusan mitra yang berbaik baik dengan merek dagang CamCaw, bergerak di bidang artisan minuman maupun dengan merekmerek yang dibangun dalam naungan perusahaan kami.",Food & Beverage,Waralaba,12000000.0,,,2014.0,"Camcaw Indonesia, CV","Jalan Bali No. 28 RT. 1 RW 02 Kampung Baru Pasar Kliwon, Surakarta, Jawa Tengah, Indonesia",Indonesia,IDR,5.0,3000000.0,,5,163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,https://fleibisnis.com/franchisedetails/cetroocoffee,Cetroo Coffee,"Cetroo Coffee adalah salah satu brand minuman kopi di Indonesia yang berdiri pada tahun 2009. Cetroo Coffee memproduksi berbagai olahan minuman berbahan dasar biji kopi pilihan dan berkualitas. Cetroo mengembangkan bisnis F&B dengan konsep cafe dan mini resto kekinian yang menyediakan minuman kopi fresh dan modern, dengan nilai investasi yang terjangkau, begitu juga harga minuman terjangkau bagi masyarakat, yang pasti tetap menguntungkan bagi mitra.",Food & Beverage,Waralaba,104000000.0,,,2009.0,Cetroo Coffee,"Grand Galaxy City, Jl. Boulevard Raya Rukan RGB No. 85, RT.001/RW.002, Jaka Setia, Kec. Bekasi Selatan, Kota Bekasi, Jawa Barat 17147, Indonesia",Indonesia,IDR,3.0,24000000.0,100,3,167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,https://fleibisnis.com/franchisedetails/crepesignature,Crepe Signature,"Snack asal France yang crunchy dan penuh nutrisi, kekinian sepanjang masa.",Food & Beverage,Waralaba,150000000.0,,,2014.0,Crepe Siganture Indonesia,"Jl. Raya Solo  Tawangmangu KM. 8 Triyagan, Jawa Tengah, Indonesia",Indonesia,IDR,,,,,657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,https://fleibisnis.com/franchisedetails/crispykufriedchicken,Crispyku Fried Chicken,Crispyku Fried Chicken adalah salah satu merek fried chicken (ayam goreng) Indonesia yang telah berkiprah lebih dari 10 tahun dalam bisnis makanan siap saji.,Food & Beverage,Waralaba,22000000.0,,,2010.0,"Mitra Sukses Bogatama, CV","Green Sedayu Bizpark Gs 9A No. 1 Cakung, Jakarta Timur, Indonesia",Indonesia,IDR,5.0,5000000.0,1,1,174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,https://fleibisnis.com/franchisedetails/currysuu,Currysuu!,"Currysuu! merupakan restoran Jepang dengan curry sebagai spesialisasi utamanya. Tidak terbatas hanya di curry saja, Currysuu! juga mempunyai menumenu Jepang lainnya seperti Donburi dan Omurice.",Food & Beverage,Kemitraan,520000000.0,,,2020.0,Currysuu!,"Ruko South Goldfinch Blok SGD no. 5, Cihuni, Kec. Pagedangan, Tangerang, Banten, Indonesia",Indonesia,,3.0,17500000.0,,2,178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,https://fleibisnis.com/franchisedetails/dailyfreshwater,Daily Fresh Water,DAILY FRESH WATER adalah bisnis depot air minum modern dan kekinian yang berdiri sejak tahun 2017. Bisnis jangka panjang yang sangat menjanjikan & dimasa krisis saat ini penjualan di semua outlet kami mengalami peningkatan. Proses Ultrafiltrasi dan kualitas air terbaik kami dibuktikan dengan sudah memiliki Sertifikasi Hasil Tes Labotarium Kesehatan resmi dan Sertifikasi Halal. Kami sudah mendukung pemenuhan kebutuhan pokok air minum masyarakat luas dengan 70 outlet kami di Indonesia.,Health & Beauty,Waralaba,355000000.0,,,2020.0,"Manajemen Waralaba Bersama, PT","Jl. Joglo Raya no 5, Kembangan, Jakarta Barat 11640, Indonesia",Indonesia,IDR,5.0,,,,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,https://fleibisnis.com/franchisedetails/dbakmie,D'Bakmie,"D'Bakmie memanjakan pelanggan dengan berbagai pilihan mie (mie ayam, mie yamin manis, mie yamin asin, mie lebar dan lainlain). Dengan konsep mie kekinian dan penyajian yang modern dan menarik menjadikan D'Bakmie usaha yang cepat berkembang.",Food & Beverage,Kemitraan,150000000.0,,,2020.0,Tidak ada data,,Singapore,IDR,5.0,,,5,179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,https://fleibisnis.com/franchisedetails/dcendol,D'CENDOL,"D'CENDOL didirikan pada tahun 2014 dengan visi untuk melestarikan budaya cendol Indonesia. Kami memperbanyak variasi menu cendol dengan beberapa dessert bowls dan es durian yang sangat disukai oleh para pelanggan. Kami benarbenar menyajikan cendol yang sebenarnya, berkualitas dan BUKAN JELLY.",Food & Beverage,Kemitraan,30000000.0,,,2014.0,"Paragon Casa Boga, PT","APL Tower Lantai 7  T9, Jl. S Parman Kav 28, Jakarta Barat, Indonesia",Indonesia,IDR,5.0,,1,,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,https://fleibisnis.com/franchisedetails/dimsumdarihati,Dimsum Dari Hati,"Dimsum disebut juga ""Point Of Heart"" atau sesuatu yang berharga dari hati. Hal ini dikarenakan dimsum merupakan makanan ringan yang sering dinikmati bersama orangorang terkasih.",Food & Beverage,Waralaba,35000000.0,,,2020.0,Bogajaya Lautan Rejeki. PT,"Jalan Arif Rahman Hakim No. 49 Jagabaya Bandar Lampung, Lampung, Indonesia",Indonesia,IDR,5.0,12000000.0,30,,197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,https://fleibisnis.com/franchisedetails/djagojowo,Djago Jowo,Resto ayam premium yang menghadirkan varian menu khas jawa dengan ayam jago dengan ukuran besar..,Food & Beverage,Kemitraan,700000000.0,,,2019.0,Berkah Anugerah Indonesia,"Jl. Sekar Tangjung Raya No.50, Purbalingga, Indonesia",Indonesia,,5.0,,,5,600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,https://fleibisnis.com/franchisedetails/domeburger,Dome Burger,"Kuliner Burger dengan cita rasa Beef Burger Classic yang empuk nikmat dan juicy, hadir dengan konsep kekinian, untuk berkembang bersama mitra di seluruh Indonesia melalui pola kerjasama Kemitraan atau Waralaba.",Food & Beverage,Kemitraan,74400000.0,,,2020.0,"Anugerah Bersama Abadi, CV","Jalan Raya Pangkalan Jati 1 No. 28 Cinere Depok, Jawa Barat, Indonesia",Indonesia,IDR,3.0,7000000.0,59,3,413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,https://fleibisnis.com/franchisedetails/domui,DOMUI,"DOMUI adalah sebuah brand kuliner dengan produk buttercorn. Menu DOMUI terdapat buttercorn cheese dan buttercorn mozzarella dengan berbagai varian topping oreo, greentea, chocolate, dan regal. Lengkap dengan 9 varian DOMUI drink.",Food & Beverage,Peluang Usaha,6000000.0,,,2019.0,Domui Corn,"Jalan Raya Sawojajar 1, Malang, Jawa Timur, Indonesia",Indonesia,IDR,2.0,5000000.0,,,183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,https://fleibisnis.com/franchisedetails/donsburger,Dons Burger,Dons Burger berdiri sejak tahun 2007 dengan gerai pertama terletak di Pusat Grosir Cililitan Mal Jakarta yang bermula dari kios booth.,Food & Beverage,Kemitraan,330000000.0,,,2007.0,"Dons Bogatama, PT","Jalan Cipnang Muara 3 No. 19, Jakarta Timur, Indonesia",Indonesia,IDR,3.0,17000000.0,86,4,203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,https://fleibisnis.com/franchisedetails/dontogoricebowl,Dontogo Rice Bowl,"“Don” berasal dari kata Jepang “DONBURI” yang secara umum berarti mangkuk atau bowl, yang disingkat menjadi “DON” sebagai sufiks.",Food & Beverage,Kemitraan,25000000.0,,,2017.0,"Dontogo Indonesia Berjaya, CV","Jalan Nginden Intan Timur E2 No. 9, Sukolilo, Surabaya, Jawa Timur",Indonesia,IDR,3.0,10000000.0,,,987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,https://fleibisnis.com/franchisedetails/donuthing,Donuthing,"Donuthing menyajikan camilan unik berupa Donat. Bukan hanya donat biasa, melainkan donat goreng kekinian yang disajikan dengan aneka isian yang manis legit.",Food & Beverage,Kemitraan,29000000.0,,,2020.0,"Dunia Patiseri Tanpa Batas, PT","Jl. Ruko Orlin Arcade Blok RO No.10, Serpomg, Tangerang, Indoensia",Indonesia,IDR,3.0,6000000.0,20,,204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,https://fleibisnis.com/franchisedetails/dorinow,Dori Now!,"Dori Now! Merupakan brand pertama yang diluncurkan untuk memulai perusahaan kami. Dalam usahanya, Dori Now! menyajikan berbagai jenis makanan berbahan dasar fillet dori, yang diolah dengan sepenuh hati untuk tetap mempertahankan nutrisi dan kandungan dalam ikan dori, serta mengutamakan kesehatan para pelanggan.",Food & Beverage,Waralaba,235000000.0,,,2021.0,"Duo Cipta Kuliner, PT","Ruko Galaxy Blok K No. 87, Jl. Taman Palem Lestari, Cengkareng, Jakarta Barat, Indonesia",Indonesia,IDR,5.0,35000000.0,46,,206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,https://fleibisnis.com/franchisedetails/doyanayam,Doyan Ayam,Perusahaan startup yang bergerak di bidang management of food & beverage franchising.,Food & Beverage,Kemitraan,12000000.0,,,2016.0,"Semangat Wirausaha, CV","Tandes Kidul I No.16, Surabaya, Indonesia",Indonesia,IDR,5.0,15000000.0,,,578,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,https://fleibisnis.com/franchisedetails/dpenyetz,D'Penyetz,"Dijuluki sebagai ""Indonesian KFC"", D'Penyetz pertama didirikan di Singapura. Kini memiliki gerai di mancanegara antara lain Indonesia, Malaysia, Australia, Brunei Darussalam, dan Myanmar. Rasa Bintang Lima, Harga Kaki Lima adalah tagline yang kerap digunakan karena D'Penyetz ingin memberikan makanan dengan kualitas dan harga terbaik. Mari maju bersama D'Penyetz dan memiliki usaha yang sudah teruji waktu dan terus berkembang.",Food & Beverage,Peluang Usaha,500000000.0,,,2008.0,D'Penyetz & D'Cendol,"Jl. Kedoya Pesing No. 1B, Jakarta Barat, Indonesia",Singapore,IDR,5.0,,50,5,195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,https://fleibisnis.com/franchisedetails/dunotscrispy,Dunots Crispy,Dunots merupakan donat krispi yang dikemas dengan kualitas rasa premium bertekstur lembut yang dapat dinikmati dengan berbagai aneka filling (isi donat) dan topping yang dapat disesuaikan dengan selera sehingga menghasilkan cita rasa yang sangat khas dan bikin nagih!,Food & Beverage,Kemitraan,75000000.0,,,2020.0,Dunots Crispy,"Ruko Villa Riski Ilhami 2 Blok RA 3A Sawangan, Depok, Indonesia",Indonesia,IDR,,10000000.0,8,,207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,https://fleibisnis.com/franchisedetails/earlofsandwich,Earl of Sandwich,"Earl of Sandwich adalah jaringan waralaba yang berpusat di Orlando, Florida, Amerika Serikat yang mempopulerkan sandwich khas Inggris Raya dan Irlandia pada abad ke18 dan merupakan gagasan dari Orlando Montagu, yang merupakan putra bungsu dari the 11th Earl of Sandwich. Sebagai informasi, Earl of Sandwich adalah gelar bangsawan dalam Kebangsaan Inggris yang dipegang sejak pembentukannya oleh House of Montagu.",Food & Beverage,Waralaba,350000.0,,,2004.0,"Earl of Sandwich, LLC",Amerika Serikat,Amerika Serikat,USD,10.0,,,,208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,https://fleibisnis.com/franchisedetails/estherhouseofbeauty,Esther Aesthetic Clinic,"Esther Aesthetic Clinic telah 27 tahun hadir untuk menyediakan perawatan estetika secara menyeluruh untuk bagian rambut, kulit wajah, kontur wajah, slimming, dan tangan hingga kaki.",Health & Beauty,Kemitraan,250000000.0,,,1994.0,"Duta Ayu, CV","Jalan WR Supratman No.22 Surabaya, Indonesia",Indonesia,IDR,5.0,72000000.0,,3,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
