franchise_href,franchise_id,franchise_name,description,franchise_category,franchise_type,costs,total_outlets,website_url,phone_number,email_address,year_established,company_name,company_address,net_profits_per_month,license_duration_in_years,royalty_fees_per_month,return_of_investments,logo_image_url,image_url
https://fleibisnis.com/franchisedetails/ayamgepukpakgembus,11,Ayam Gepuk Pak Gembus,"Siapa tak kenal Ayam Gepuk Pak Gembus? Pedasnya bikin nagih dan pengen lagi. Apalagi kamu yang suka banget makan pedas, pasti tau banget Ayam Gepuk Pak Gembus. Ayam Gepuk asal Yogyakarta ini sudah memiliki gerai hampir diseluruh Indonesia lho. Nah, kalo selama ini kamu yang belum tau rasanya yang pedas dan nikmat, segera datang atau bisa beli secara online.",Kuliner,Kemitraan,142000000,464,https://www.ayamgepukpakgembus.co.id/,08121800050,support@ayamgepukpakgembus.co.id,2013,"Gelora Muda Berjaya, PT","Maqna Residence Ruko 8 dan 9 Jl. Meruya Ilir Raya No.88, Jakarta Barat, Indonesia",,3,2,40,https://fleibisnis.com/storage/logo/qE2ll28bhzYfMawj79XgFsFE6gKiAg2pQy9UIQei.png,https://10619-2.s.cdn12.com/rests/original/101_508052979.jpg
https://fleibisnis.com/franchisedetails/bakmibaksobooster,12,Bakmi Bakso Booster,Bakmi bakso booster adalah bakmi dan bakso gerobakan pertama di indonesia dengan varian menu klasik dan menu kekiniaan,Kuliner,Kemitraan,150000000,1,https://bakmibaksobooster.com/,081283913892,info@bakmibaksoboster.com,2017,Sajindo Kimura Raya. PT,"Jalan Bintara 15 No.26 RW013, Bintara , kec Bekasi Barat , Jawa barat 17134. Indonesia",20000000,5,3,30,https://fleibisnis.com/storage/logo/P21Hjm3qyCG0eCknLvSgQm73A4mjguPpsAdWSgAj.jpg,https://fleibisnis.com/storage/brand/41dMfysyfpBsWV0NRvAqUxnlaOdV6BIluGgmiIq6.jpg
https://fleibisnis.com/franchisedetails/baksokampungquestelerkapten,13,Bakso Kampungqu & Es Teler Kapten,Bakso Kampungqu adalah perusahaan yang bergerak di bidang industri makanan yang berdiri sejak tahun 2010 dan sudah memiliki lebih dari 110 gerai yang yang tersebar di seluruh Indonesia saat ini.,Kuliner,Kemitraan,18000000,11,https://www.instagram.com/baksokampungqu.id/,081328446185,,2010,Bakso Kampungqu,"Jl. Affandi No. 18B, Gejayan, Depok, Catur Tunggal, Sleman  Yogyakarta, Indonesia",8000000,,,,https://fleibisnis.com/storage/logo/DigFVgTg6YEuL8pUEi5eUxdLeDTJvVHFNBdf3XIU.jpg,https://fleibisnis.com/storage/brand/TlPKTDyqqTmeByXamh36AxVA4ikQk6khMUkf9jvp.png
https://fleibisnis.com/franchisedetails/bapauthing,14,Bapauthing,"Dikenal sebagai ""Bapau"" Family, Baim & Paula, yang telah berkecimpung dibisnis F&B yaitu Donuthing. Berinovasi membuat camilan Bakpao yang menggugah selera.",Kuliner,Kemitraan,24000000,13,"https://www.instagram.com/bapauthing,.id",8119597770,,2021,"Dunia Patiseri Tanpa Batas, PT","Jl. Ruko Orlin Arcade Blok RO No.10 Serpong Jaya, Tangerang, Indonesia",7390000,3,,20,https://fleibisnis.com/storage/logo/ZSGbjUU4OiBEjLnAXxFPWGu1KSfOwMp0kWJozSBt.png,https://fleibisnis.com/storage/brand/dwtVm5c13ecy3qnnwnqzmtM1WK7oqlnoviea3qBH.png
https://fleibisnis.com/franchisedetails/bebekrenon,15,Bebek Renon,"Kuliner Nusantara Herritage, sajian Bebek Goreng Krispy khas Bali dengan sambal renon yang pedas serta sambal matah Bali yang menyegarkan.",Kuliner,Waralaba,580000000,21,https://www.instagram.com/bebekrenonofficial/,,,2011,"Trio Express Abadi Makmur, PT","Jl. Pangkalan Jati No.36, Pangkalan Jati, Jakarta Selatan 12450, Indonesia",20000000,5,1,74,https://fleibisnis.com/storage/logo/5YZvCiNrZfdP3inIgwNOgjWdKzjN2P6jbiZF3qjl.jpg,https://fleibisnis.com/storage/brand/2zxHUR6uwh8Gj2G4Kbv60oZO9sQTiKivL4163aBa.jpg
https://fleibisnis.com/franchisedetails/bezzeracoffeemachine,16,BEZZERA Coffee Machine,"BEZZERA Coffee Machine membuka jalan menuju kesuksesan dalam industri kopi. Dengan mesin kopi yang dikemas dengan inovasi dan kualitas, memulai bisnis kopi dengan brand ini memberikan keunggulan kompetitif yang signifikan. Para pengusaha dapat menawarkan pengalaman kopi premium dengan cita rasa yang konsisten, menarik pelanggan yang menghargai kualitas dan detail dalam setiap cangkir. Selain itu, daya tarik estetika mesin kopi BEZZERA juga dapat meningkatkan citra kafe atau usaha kopi Anda, menciptakan lingkungan yang mengundang dan eksklusif. Dengan kombinasi antara desain yang menawan dan teknologi terkini, menjadikan bisnis dengan BEZZERA Coffee Machine pilihan yang cerdas untuk mengukir keberhasilan di industri kopi yang kompetitif.",Kuliner,Waralaba,50000000,12,https://www.rotaryana.com/,,,1972,Rotaryana,"Jl. Teuku Cik Ditiro No.16 Gondangdia, Menteng, Jakarta Pusat, Indonesia",,,,,,
https://fleibisnis.com/franchisedetails/biru,17,BIRU,"Dengan mengusung Visi BIRU yaitu ""Tumbuh Memimpin Pasar Air Minum Isi Ulang Melalui Penerapan PrinsipPrinsip Bisnis dan Kemanusiaan yang Benar"", waralaba BIRU menjadi yang pertama menawarkan konsep bisnis waralaba/franchise untuk kategori usaha depo air minum di Indonesia (Rekor Muri 2007).",Kesehatan & Kecantikan,Waralaba,530640000,626,https://www.airminumbiru.com/,0811996227,,2002,"Biru Semesta Abadi, PT",,10000000,10,9,22,https://fleibisnis.com/storage/logo/KP9649jDhBn0MyujciwmMROLk4ElJconuTysRlF1.jpg,https://fleibisnis.com/storage/brand/YJfbx2BOQhm90hhswFE2XmIDW934KA8VOIrBqSvs.jpg
https://fleibisnis.com/franchisedetails/blackcanyoncoffee,18,Black Canyon Coffee,"Black Canyon Coffee mengoperasikan Coffee House/Restaurant dengan menyajikan makanan dan minuman dengan kualitas terbaik, yang terletak di pusat perbelanjaan, pertokoan, Rumah Sakit, Hotel, dan lokasi lainnya di seluruh Indonesia serta di beberapa Negara lainnya termasuk pusat kami di Thailand.",Kuliner,Kemitraan,850000000,4,http://www.blackcanyoncoffee.com/,,,1993,"Bhojana Cipta Hita Indonesia, PT","Jl. Sidosermo 10A Surabaya, Jawa Timur, Indonesia",80000000,10,10,3,https://fleibisnis.com/storage/logo/X3etBRCqi1oKNILp6iUQa3aiHSTBepWeV5tNBwrC.jpg,https://fleibisnis.com/storage/brand/zbMixY4nAEWNqFOpq5XLVjP08kDS3zc87yS1WcR1.jpg
https://fleibisnis.com/franchisedetails/bobapan,19,Boba Pan,Boba Pan adalah bisnis kuliner makanan dan minuman boba yang digemari dan diburu oleh foodlovers seIndonesia.,Kuliner,Waralaba,45000000,28,https://www.instagram.com/bobapan_idn/,081314802492,bobapan.indo@gmail.com,2017,Makko Group,"Jl. Telesonik Komplek Pergudangan Surya No. 10 Tangerang, Banten 15136, Indonesia",25500000,,,34,https://fleibisnis.com/storage/logo/BLWEmsezqa6xmYTXWWeXaRTtDqcHdDheJHHVpMaz.jpg,https://fleibisnis.com/storage/brand/gxAahtf69CgqqHi8I5X7weRrayNx2DAWrGavDQ7N.jpg
https://fleibisnis.com/franchisedetails/boscoffee,20,Bo's Coffee,"Bo's Coffee adalah homegrown specialty coffee chain terpopuler di Filipina yang didirikan oleh Steve Benitez pada tahun 1996 di Cebu, Filipina.",Kuliner,Waralaba,1400000000,15,https://www.boscoffee.com/,0286509894,contact@boscoffee.com,1996,"WS And Landin, Inc.","Warehouse #0,Pines St., Brgy Buayang Bato, Mandaluyong City 1550, Philippine.",,10,,,https://fleibisnis.com/storage/logo/s1It9xyZQozB5m9Y4G3cflnpyJGv2BkHyMAW0CI0.jpg,https://fleibisnis.com/storage/brand/jcWtO2MeBjVkDNqWQFBiCsVBiFvzu9oMFlJIv5A0.jpg
https://fleibisnis.com/franchisedetails/bulgogiyaa,21,BULGOGI YAA,Bulgogi Yaa! Mengembangkan menumenu khas Korea agar masyarakat Indonesia Dapat menikmati pengalaman Kuliner seperti sedang berada di Korea.,Kuliner,Kemitraan,200000000,1,https://www.instagram.com/bulgogi.yaa/,,,2019,"Moana Odina Harmoni, PT","Lt. 2 The View Building, Jl. Pahlawan Revolusi No.5, RT.8/RW.9, Kota Jakarta Timur, Indonesia,",50000000,3,5,35,https://fleibisnis.com/storage/logo/7tyQMiGBsN0bzJJAL4v67wndMjGynoILUcEp3FbS.jpg,https://fleibisnis.com/storage/brand/YM3MVMmmTfR1GeS6f9CMptCfaOCRVFDWhcxrTLyz.jpg
https://fleibisnis.com/franchisedetails/bumbumbobaindonesia,22,Bum Bum Boba Indonesia,"Bum Bum Boba Indonesia merupakan bisnis minuman yang mengusung konsep minuman kekinian. Hadir dengan puluhan minuman yang sangat variatif sesuai trend sekarang. Kualitas minuman yang premium tapi harga yang sangat terjangkau, sehingga masyarakat dari kalangan atas sampai middle low bisa merasakan minuman ini.",Kuliner,Waralaba,3500000,4,https://gofood.co.id/solo/restaurant/bumbumbobaindonesiakaranganyar8c95ceb477b34850857b038f75729ad1,,,2020,Berdikari Minuman Group,"Jl. Raya Kaling, Tasikmadu, Karanganyar, Jawa Tengah, Indonesia",5000000,3,,,https://fleibisnis.com/storage/logo/g5rvlad8GWegOIBSyZQyt4c0XiVa62hhUcIFXMri.jpg,https://fleibisnis.com/storage/brand/GjWqFOvFt6ZBT3TiGtPzuWda1ZaVYZAD2qt9dmRv.png
https://fleibisnis.com/franchisedetails/burgerbangor,23,Burger Bangor,"Burger Bangor merupakan bisnis makanan dengan racikan citarasa bangor yang berbeda, menggunakan bahan baku 100% daging sapi Australia berkualitas tinggi dan rendah lemak, juga roti dan saos yang dibuat sendiri dengan harga terjangkau mulai dari Rp.12.500",Kuliner,Kemitraan,79000000,26,https://www.instagram.com/burgerbangor/,082125054959,,2019,"Bangor Berkembang Abadi, PT","Duta Indah Karya Blok C No.12 Rawabuaya, Cengkareng, Jakarta Barat, Indonesia",,3,,100,https://fleibisnis.com/storage/logo/J4EgxL8e0vlbXyrwky1TrARqCWSDDxfYV94GLcg2.png,https://franchisepedia.id/wp-content/uploads/2022/02/bangor-1.png
https://fleibisnis.com/franchisedetails/camcaw,24,CamCaw,"CamCaw Indonesia adalah perusahaan yang bergerak di waralaba food service sejak tahun 2014 dan telah dipercaya oleh ratusan mitra yang berbaik baik dengan merek dagang CamCaw, bergerak di bidang artisan minuman maupun dengan merekmerek yang dibangun dalam naungan perusahaan kami.",Kuliner,Waralaba,12000000,61,https://www.instagram.com/cam_caw/?hl=id,,,2014,"Camcaw Indonesia, CV","Jalan Bali No. 28 RT. 1 RW 02 Kampung Baru Pasar Kliwon, Surakarta, Jawa Tengah, Indonesia",3000000,5,5,,https://fleibisnis.com/storage/logo/cbWa8qdkRulXRbfNamTzh5FXDIIl571jO1zDu8qK.jpg,https://www.franchiseglobal.com/images/posts/2016/11/30/camcaw.jpg
https://fleibisnis.com/franchisedetails/cetroocoffee,25,Cetroo Coffee,"Cetroo Coffee adalah salah satu brand minuman kopi di Indonesia yang berdiri pada tahun 2009. Cetroo Coffee memproduksi berbagai olahan minuman berbahan dasar biji kopi pilihan dan berkualitas. Cetroo mengembangkan bisnis F&B dengan konsep cafe dan mini resto kekinian yang menyediakan minuman kopi fresh dan modern, dengan nilai investasi yang terjangkau, begitu juga harga minuman terjangkau bagi masyarakat, yang pasti tetap menguntungkan bagi mitra.",Kuliner,Waralaba,104000000,34,https://cetroocoffee.com/,081328956766,admin@cetroocoffee.com,2009,Cetroo Coffee,"Grand Galaxy City, Jl. Boulevard Raya Rukan RGB No. 85, RT.001/RW.002, Jaka Setia, Kec. Bekasi Selatan, Kota Bekasi, Jawa Barat 17147, Indonesia",24000000,3,3,100,https://cetroocoffee.com/wp-content/uploads/2019/08/Logo-cetroo-baru-510x180-300x106.png,https://www.sasamecoffee.com/wp-content/uploads/2020/11/02_tentang-cetroo-min.jpg
https://fleibisnis.com/franchisedetails/crepesignature,26,Crepe Signature,"Snack asal France yang crunchy dan penuh nutrisi, kekinian sepanjang masa.",Kuliner,Waralaba,150000000,4,https://www.instagram.com/crepesignatureid/,087710108230,,2014,Crepe Siganture Indonesia,"Jl. Raya Solo  Tawangmangu KM. 8 Triyagan, Jawa Tengah, Indonesia",,,,,https://fleibisnis.com/storage/brand/b4afCORYWcwWdpbxsZFIcwjNOFargo0U8ZrnYbnh.png,https://anakjajan.files.wordpress.com/2015/01/dscf5053.jpg
https://fleibisnis.com/franchisedetails/crispykufriedchicken,27,Crispyku Fried Chicken,Crispyku Fried Chicken adalah salah satu merek fried chicken (ayam goreng) Indonesia yang telah berkiprah lebih dari 10 tahun dalam bisnis makanan siap saji.,Kuliner,Waralaba,22000000,75,https://crispyku.com/,08159979282,,2010,"Mitra Sukses Bogatama, CV","Green Sedayu Bizpark Gs 9A No. 1 Cakung, Jakarta Timur, Indonesia",5000000,5,1,1,https://fleibisnis.com/storage/logo/31TlqoDjsdHDm8mvFXNGXnEmzjt4coNfvOppQJGR.jpg,https://fleibisnis.com/storage/brand/HsSY4IUYYiDFbfH6x8HM8q27GCSviDa28Adv1W27.jpg
https://fleibisnis.com/franchisedetails/currysuu,28,Currysuu!,"Currysuu! merupakan restoran Jepang dengan curry sebagai spesialisasi utamanya. Tidak terbatas hanya di curry saja, Currysuu! juga mempunyai menumenu Jepang lainnya seperti Donburi dan Omurice.",Kuliner,Kemitraan,520000000,1,https://www.instagram.com/currysuu/,,,2020,Currysuu!,"Ruko South Goldfinch Blok SGD no. 5, Cihuni, Kec. Pagedangan, Tangerang, Banten, Indonesia",17500000,3,2,,https://fleibisnis.com/storage/logo/WkiFpZOZB5w2GdUH7SvwHHAFU5HY0IftsNJmc4n5.jpg,https://fleibisnis.com/storage/brand/sgmvfm3i8ZG1ZNXD8J67U1WdGb8WVJYbyYtvtXDU.jpg
https://fleibisnis.com/franchisedetails/dailyfreshwater,29,Daily Fresh Water,DAILY FRESH WATER adalah bisnis depot air minum modern dan kekinian yang berdiri sejak tahun 2017. Bisnis jangka panjang yang sangat menjanjikan & dimasa krisis saat ini penjualan di semua outlet kami mengalami peningkatan. Proses Ultrafiltrasi dan kualitas air terbaik kami dibuktikan dengan sudah memiliki Sertifikasi Hasil Tes Labotarium Kesehatan resmi dan Sertifikasi Halal. Kami sudah mendukung pemenuhan kebutuhan pokok air minum masyarakat luas dengan 70 outlet kami di Indonesia.,Kesehatan & Kecantikan,Waralaba,355000000,7,https://www.dailyfreshwater.com/,081513122531,customermwb@gmail.com <customermwb@gmail.com>;,2020,"Manajemen Waralaba Bersama, PT","Jl. Joglo Raya no 5, Kembangan, Jakarta Barat 11640, Indonesia",,5,,,https://fleibisnis.com/storage/logo/ljS56t5f5W54b40Vvn5AIaWeqNDsk5v4YgFbOAjM.jpg,https://fleibisnis.com/storage/brand/xy180zToP2R22rwwDykCDc3k7iX8D599HoQ7p2TP.jpg
https://fleibisnis.com/franchisedetails/dbakmie,30,D'Bakmie,"D'Bakmie memanjakan pelanggan dengan berbagai pilihan mie (mie ayam, mie yamin manis, mie yamin asin, mie lebar dan lainlain). Dengan konsep mie kekinian dan penyajian yang modern dan menarik menjadikan D'Bakmie usaha yang cepat berkembang.",Kuliner,Kemitraan,150000000,12,,,,2020,,,,5,5,,https://fleibisnis.com/storage/brand/BCZWWR6B6pY1kl61DE0BylDxPf9BzLzJ1swDz3gH.png,https://tb-static.uber.com/prod/image-proc/processed_images/79ca03f8506275376abb50d5bf83e2d9/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg
https://fleibisnis.com/franchisedetails/dcendol,31,D'CENDOL,"D'CENDOL didirikan pada tahun 2014 dengan visi untuk melestarikan budaya cendol Indonesia. Kami memperbanyak variasi menu cendol dengan beberapa dessert bowls dan es durian yang sangat disukai oleh para pelanggan. Kami benarbenar menyajikan cendol yang sebenarnya, berkualitas dan BUKAN JELLY.",Kuliner,Kemitraan,30000000,48,https://www.instagram.com/dcendol/,,,2014,"Paragon Casa Boga, PT","APL Tower Lantai 7  T9, Jl. S Parman Kav 28, Jakarta Barat, Indonesia",,5,,1,https://fleibisnis.com/storage/logo/SUF7LIv9KUCVqdv8is081naofqMF6BPdREz6mRCH.jpg,https://fleibisnis.com/storage/brand/tD3thJodOaLAgZgD2zVMABRW1a6MJVNIxrkGU1Ny.jpg
https://fleibisnis.com/franchisedetails/dimsumdarihati,32,Dimsum Dari Hati,"Dimsum disebut juga ""Point Of Heart"" atau sesuatu yang berharga dari hati. Hal ini dikarenakan dimsum merupakan makanan ringan yang sering dinikmati bersama orangorang terkasih.",Kuliner,Waralaba,35000000,5,https://www.instagram.com/dimsumdarihati/,081225249955,,2020,Bogajaya Lautan Rejeki. PT,"Jalan Arif Rahman Hakim No. 49 Jagabaya Bandar Lampung, Lampung, Indonesia",12000000,5,,30,https://fleibisnis.com/storage/logo/XuOoKkhWuuSvWmyR14psZpD8RWNkTiMhI5TtSvHE.png,
https://fleibisnis.com/franchisedetails/djagojowo,33,Djago Jowo,Resto ayam premium yang menghadirkan varian menu khas jawa dengan ayam jago dengan ukuran besar..,Kuliner,Kemitraan,700000000,1,https://djagojowo.co.id/,082336966666,info@djagojowo.co.id,2019,Berkah Anugerah Indonesia,"Jl. Sekar Tangjung Raya No.50, Purbalingga, Indonesia",,5,5,,https://fleibisnis.com/storage/logo/nSvRYoTvytIrP1SlFGhNEwLnTTL33iFF36ADsQN5.png,https://s3.ap-southeast-1.amazonaws.com/cdn.orbit/wp-content/uploads/2022/07/27200646/view-2-82-580x408.jpg
https://fleibisnis.com/franchisedetails/domeburger,34,Dome Burger,"Kuliner Burger dengan cita rasa Beef Burger Classic yang empuk nikmat dan juicy, hadir dengan konsep kekinian, untuk berkembang bersama mitra di seluruh Indonesia melalui pola kerjasama Kemitraan atau Waralaba.",Kuliner,Kemitraan,74400000,2,https://www.instagram.com/domeburger01/,,,2020,"Anugerah Bersama Abadi, CV","Jalan Raya Pangkalan Jati 1 No. 28 Cinere Depok, Jawa Barat, Indonesia",7000000,3,3,59,https://fleibisnis.com/storage/logo/RfMUXqGdTIPhRDVR3GRlbkeTH3mbhxUEfYoKQ52W.jpg,https://fleibisnis.com/storage/brand/kdtApGNsvFjWLvpTN85d3fbcef1XEyDuEUmYPv1u.jpg
https://fleibisnis.com/franchisedetails/domui,35,DOMUI,"DOMUI adalah sebuah brand kuliner dengan produk buttercorn. Menu DOMUI terdapat buttercorn cheese dan buttercorn mozzarella dengan berbagai varian topping oreo, greentea, chocolate, dan regal. Lengkap dengan 9 varian DOMUI drink.",Kuliner,Peluang Usaha,6000000,39,https://www.instagram.com/domui.adhidarmacirebon/,085101788668,,2019,Domui Corn,"Jalan Raya Sawojajar 1, Malang, Jawa Timur, Indonesia",5000000,2,,,https://fleibisnis.com/storage/logo/mDeHXHj8N4EdqCXcq6gj3ewojLBe66LQMXVRM540.jpg,https://fleibisnis.com/storage/brand/JO3048sgWQhEGQyo13CuG3ubXqPEP7gR6dD8Q5gC.jpg
https://fleibisnis.com/franchisedetails/donsburger,36,Dons Burger,Dons Burger berdiri sejak tahun 2007 dengan gerai pertama terletak di Pusat Grosir Cililitan Mal Jakarta yang bermula dari kios booth.,Kuliner,Kemitraan,330000000,6,https://donsburger.id/,081312121101,kemitraan@dons.co.id,2007,"Dons Bogatama, PT","Jalan Cipnang Muara 3 No. 19, Jakarta Timur, Indonesia",17000000,3,4,86,https://fleibisnis.com/storage/logo/AhcO2LdtnNFJbsYHSu9WLoDW1N2E58Gdg9xYEZNd.jpg,https://fleibisnis.com/storage/brand/LJYkL5PgyPa33Oqz9X2ITzMHTMn5GPOFm2zuIrih.jpg
