franchise_href,franchise_name,description,franchise_category,franchise_type,costs,phone_number,email_address,year_established,company_name,company_address,country,currency,license_duration_in_years,net_profits_per_month,return_of_investments,royalty_fees_per_month
https://fleibisnis.com/franchisedetails/ayamgepukpakgembus,Ayam Gepuk Pak Gembus,"Siapa tak kenal Ayam Gepuk Pak Gembus? Pedasnya bikin nagih dan pengen lagi. Apalagi kamu yang suka banget makan pedas, pasti tau banget Ayam Gepuk Pak Gembus. Ayam Gepuk asal Yogyakarta ini sudah memiliki gerai hampir diseluruh Indonesia lho. Nah, kalo selama ini kamu yang belum tau rasanya yang pedas dan nikmat, segera datang atau bisa beli secara online.",Food & Beverage,Kemitraan,142000000,,,2013,"Gelora Muda Berjaya, PT","Maqna Residence Ruko 8 dan 9 Jl. Meruya Ilir Raya No.88, Jakarta Barat, Indonesia",Indonesia,,3,,40,2
https://fleibisnis.com/franchisedetails/bakmibaksobooster,Bakmi Bakso Booster,Bakmi bakso booster adalah bakmi dan bakso gerobakan pertama di indonesia dengan varian menu klasik dan menu kekiniaan,Food & Beverage,Kemitraan,150000000,,,2017,Sajindo Kimura Raya. PT,"Jalan Bintara 15 No.26 RW013, Bintara , kec Bekasi Barat , Jawa barat 17134. Indonesia",Indonesia,IDR,5,20000000,30,3
https://fleibisnis.com/franchisedetails/baksokampungquestelerkapten,Bakso Kampungqu & Es Teler Kapten,Bakso Kampungqu adalah perusahaan yang bergerak di bidang industri makanan yang berdiri sejak tahun 2010 dan sudah memiliki lebih dari 110 gerai yang yang tersebar di seluruh Indonesia saat ini.,Food & Beverage,Kemitraan,18000000,,,2010,Bakso Kampungqu,"Jl. Affandi No. 18B, Gejayan, Depok, Catur Tunggal, Sleman  Yogyakarta, Indonesia",Indonesia,IDR,,8000000,,
https://fleibisnis.com/franchisedetails/bapauthing,Bapauthing,"Dikenal sebagai ""Bapau"" Family, Baim & Paula, yang telah berkecimpung dibisnis F&B yaitu Donuthing. Berinovasi membuat camilan Bakpao yang menggugah selera.",Food & Beverage,Kemitraan,24000000,,,2021,"Dunia Patiseri Tanpa Batas, PT","Jl. Ruko Orlin Arcade Blok RO No.10 Serpong Jaya, Tangerang, Indonesia",Indonesia,IDR,3,7390000,20,
https://fleibisnis.com/franchisedetails/bebekrenon,Bebek Renon,"Kuliner Nusantara Herritage, sajian Bebek Goreng Krispy khas Bali dengan sambal renon yang pedas serta sambal matah Bali yang menyegarkan.",Food & Beverage,Waralaba,580000000,,,2011,"Trio Express Abadi Makmur, PT","Jl. Pangkalan Jati No.36, Pangkalan Jati, Jakarta Selatan 12450, Indonesia",Indonesia,IDR,5,20000000,74,1
https://fleibisnis.com/franchisedetails/bezzeracoffeemachine,BEZZERA Coffee Machine,"BEZZERA Coffee Machine membuka jalan menuju kesuksesan dalam industri kopi. Dengan mesin kopi yang dikemas dengan inovasi dan kualitas, memulai bisnis kopi dengan brand ini memberikan keunggulan kompetitif yang signifikan. Para pengusaha dapat menawarkan pengalaman kopi premium dengan cita rasa yang konsisten, menarik pelanggan yang menghargai kualitas dan detail dalam setiap cangkir. Selain itu, daya tarik estetika mesin kopi BEZZERA juga dapat meningkatkan citra kafe atau usaha kopi Anda, menciptakan lingkungan yang mengundang dan eksklusif. Dengan kombinasi antara desain yang menawan dan teknologi terkini, menjadikan bisnis dengan BEZZERA Coffee Machine pilihan yang cerdas untuk mengukir keberhasilan di industri kopi yang kompetitif.",Food & Beverage,Waralaba,50000000,,,1972,Rotaryana,"Jl. Teuku Cik Ditiro No.16 Gondangdia, Menteng, Jakarta Pusat, Indonesia",Indonesia,IDR,,,,
https://fleibisnis.com/franchisedetails/biru,BIRU,"Dengan mengusung Visi BIRU yaitu ""Tumbuh Memimpin Pasar Air Minum Isi Ulang Melalui Penerapan PrinsipPrinsip Bisnis dan Kemanusiaan yang Benar"", waralaba BIRU menjadi yang pertama menawarkan konsep bisnis waralaba/franchise untuk kategori usaha depo air minum di Indonesia (Rekor Muri 2007).",Health & Beauty,Waralaba,530640000,,,2002,"Biru Semesta Abadi, PT",,Indonesia,IDR,10,10000000,22,9
https://fleibisnis.com/franchisedetails/blackcanyoncoffee,Black Canyon Coffee,"Black Canyon Coffee mengoperasikan Coffee House/Restaurant dengan menyajikan makanan dan minuman dengan kualitas terbaik, yang terletak di pusat perbelanjaan, pertokoan, Rumah Sakit, Hotel, dan lokasi lainnya di seluruh Indonesia serta di beberapa Negara lainnya termasuk pusat kami di Thailand.",Food & Beverage,Kemitraan,850000000,,,1993,"Bhojana Cipta Hita Indonesia, PT","Jl. Sidosermo 10A Surabaya, Jawa Timur, Indonesia",Thailand,IDR,10,80000000,3,10
https://fleibisnis.com/franchisedetails/bobapan,Boba Pan,Boba Pan adalah bisnis kuliner makanan dan minuman boba yang digemari dan diburu oleh foodlovers seIndonesia.,Food & Beverage,Waralaba,45000000,,,2017,Makko Group,"Jl. Telesonik Komplek Pergudangan Surya No. 10 Tangerang, Banten 15136, Indonesia",Indonesia,IDR,,25500000,34,
https://fleibisnis.com/franchisedetails/boscoffee,Bo's Coffee,"Bo's Coffee adalah homegrown specialty coffee chain terpopuler di Filipina yang didirikan oleh Steve Benitez pada tahun 1996 di Cebu, Filipina.",Food & Beverage,Waralaba,100000,,,1996,"WS And Landin, Inc.","Warehouse #0,Pines St., Brgy Buayang Bato, Mandaluyong City 1550, Philippine.",Filipina,USD,10,,,
https://fleibisnis.com/franchisedetails/bulgogiyaa,BULGOGI YAA,Bulgogi Yaa! Mengembangkan menumenu khas Korea agar masyarakat Indonesia Dapat menikmati pengalaman Kuliner seperti sedang berada di Korea.,Food & Beverage,Kemitraan,200000000,,,2019,"Moana Odina Harmoni, PT","Lt. 2 The View Building, Jl. Pahlawan Revolusi No.5, RT.8/RW.9, Kota Jakarta Timur, Indonesia,",Indonesia,IDR,3,50000000,35,5
https://fleibisnis.com/franchisedetails/bumbumbobaindonesia,Bum Bum Boba Indonesia,"Bum Bum Boba Indonesia merupakan bisnis minuman yang mengusung konsep minuman kekinian. Hadir dengan puluhan minuman yang sangat variatif sesuai trend sekarang. Kualitas minuman yang premium tapi harga yang sangat terjangkau, sehingga masyarakat dari kalangan atas sampai middle low bisa merasakan minuman ini.",Food & Beverage,Waralaba,3500000,,,2020,Berdikari Minuman Group,"Jl. Raya Kaling, Tasikmadu, Karanganyar, Jawa Tengah, Indonesia",Indonesia,IDR,3,5000000,,
https://fleibisnis.com/franchisedetails/burgerbangor,Burger Bangor,"Burger Bangor merupakan bisnis makanan dengan racikan citarasa bangor yang berbeda, menggunakan bahan baku 100% daging sapi Australia berkualitas tinggi dan rendah lemak, juga roti dan saos yang dibuat sendiri dengan harga terjangkau mulai dari Rp.12.500",Food & Beverage,Kemitraan,79000000,,,2019,"Bangor Berkembang Abadi, PT","Duta Indah Karya Blok C No.12 Rawabuaya, Cengkareng, Jakarta Barat, Indonesia",Indonesia,IDR,3,,100,
https://fleibisnis.com/franchisedetails/camcaw,CamCaw,"CamCaw Indonesia adalah perusahaan yang bergerak di waralaba food service sejak tahun 2014 dan telah dipercaya oleh ratusan mitra yang berbaik baik dengan merek dagang CamCaw, bergerak di bidang artisan minuman maupun dengan merekmerek yang dibangun dalam naungan perusahaan kami.",Food & Beverage,Waralaba,12000000,,,2014,"Camcaw Indonesia, CV","Jalan Bali No. 28 RT. 1 RW 02 Kampung Baru Pasar Kliwon, Surakarta, Jawa Tengah, Indonesia",Indonesia,IDR,5,3000000,,5
https://fleibisnis.com/franchisedetails/cetroocoffee,Cetroo Coffee,"Cetroo Coffee adalah salah satu brand minuman kopi di Indonesia yang berdiri pada tahun 2009. Cetroo Coffee memproduksi berbagai olahan minuman berbahan dasar biji kopi pilihan dan berkualitas. Cetroo mengembangkan bisnis F&B dengan konsep cafe dan mini resto kekinian yang menyediakan minuman kopi fresh dan modern, dengan nilai investasi yang terjangkau, begitu juga harga minuman terjangkau bagi masyarakat, yang pasti tetap menguntungkan bagi mitra.",Food & Beverage,Waralaba,104000000,,,2009,Cetroo Coffee,"Grand Galaxy City, Jl. Boulevard Raya Rukan RGB No. 85, RT.001/RW.002, Jaka Setia, Kec. Bekasi Selatan, Kota Bekasi, Jawa Barat 17147, Indonesia",Indonesia,IDR,3,24000000,100,3
https://fleibisnis.com/franchisedetails/crepesignature,Crepe Signature,"Snack asal France yang crunchy dan penuh nutrisi, kekinian sepanjang masa.",Food & Beverage,Waralaba,150000000,,,2014,Crepe Siganture Indonesia,"Jl. Raya Solo  Tawangmangu KM. 8 Triyagan, Jawa Tengah, Indonesia",Indonesia,IDR,,,,
https://fleibisnis.com/franchisedetails/crispykufriedchicken,Crispyku Fried Chicken,Crispyku Fried Chicken adalah salah satu merek fried chicken (ayam goreng) Indonesia yang telah berkiprah lebih dari 10 tahun dalam bisnis makanan siap saji.,Food & Beverage,Waralaba,22000000,,,2010,"Mitra Sukses Bogatama, CV","Green Sedayu Bizpark Gs 9A No. 1 Cakung, Jakarta Timur, Indonesia",Indonesia,IDR,5,5000000,1,1
https://fleibisnis.com/franchisedetails/currysuu,Currysuu!,"Currysuu! merupakan restoran Jepang dengan curry sebagai spesialisasi utamanya. Tidak terbatas hanya di curry saja, Currysuu! juga mempunyai menumenu Jepang lainnya seperti Donburi dan Omurice.",Food & Beverage,Kemitraan,520000000,,,2020,Currysuu!,"Ruko South Goldfinch Blok SGD no. 5, Cihuni, Kec. Pagedangan, Tangerang, Banten, Indonesia",Indonesia,,3,17500000,,2
https://fleibisnis.com/franchisedetails/dailyfreshwater,Daily Fresh Water,DAILY FRESH WATER adalah bisnis depot air minum modern dan kekinian yang berdiri sejak tahun 2017. Bisnis jangka panjang yang sangat menjanjikan & dimasa krisis saat ini penjualan di semua outlet kami mengalami peningkatan. Proses Ultrafiltrasi dan kualitas air terbaik kami dibuktikan dengan sudah memiliki Sertifikasi Hasil Tes Labotarium Kesehatan resmi dan Sertifikasi Halal. Kami sudah mendukung pemenuhan kebutuhan pokok air minum masyarakat luas dengan 70 outlet kami di Indonesia.,Health & Beauty,Waralaba,355000000,,,2020,"Manajemen Waralaba Bersama, PT","Jl. Joglo Raya no 5, Kembangan, Jakarta Barat 11640, Indonesia",Indonesia,IDR,5,,,
https://fleibisnis.com/franchisedetails/dbakmie,D'Bakmie,"D'Bakmie memanjakan pelanggan dengan berbagai pilihan mie (mie ayam, mie yamin manis, mie yamin asin, mie lebar dan lainlain). Dengan konsep mie kekinian dan penyajian yang modern dan menarik menjadikan D'Bakmie usaha yang cepat berkembang.",Food & Beverage,Kemitraan,150000000,,,2020,Tidak ada data,,Singapore,IDR,5,,,5
https://fleibisnis.com/franchisedetails/dcendol,D'CENDOL,"D'CENDOL didirikan pada tahun 2014 dengan visi untuk melestarikan budaya cendol Indonesia. Kami memperbanyak variasi menu cendol dengan beberapa dessert bowls dan es durian yang sangat disukai oleh para pelanggan. Kami benarbenar menyajikan cendol yang sebenarnya, berkualitas dan BUKAN JELLY.",Food & Beverage,Kemitraan,30000000,,,2014,"Paragon Casa Boga, PT","APL Tower Lantai 7  T9, Jl. S Parman Kav 28, Jakarta Barat, Indonesia",Indonesia,IDR,5,,1,
https://fleibisnis.com/franchisedetails/dimsumdarihati,Dimsum Dari Hati,"Dimsum disebut juga ""Point Of Heart"" atau sesuatu yang berharga dari hati. Hal ini dikarenakan dimsum merupakan makanan ringan yang sering dinikmati bersama orangorang terkasih.",Food & Beverage,Waralaba,35000000,,,2020,Bogajaya Lautan Rejeki. PT,"Jalan Arif Rahman Hakim No. 49 Jagabaya Bandar Lampung, Lampung, Indonesia",Indonesia,IDR,5,12000000,30,
https://fleibisnis.com/franchisedetails/djagojowo,Djago Jowo,Resto ayam premium yang menghadirkan varian menu khas jawa dengan ayam jago dengan ukuran besar..,Food & Beverage,Kemitraan,700000000,,,2019,Berkah Anugerah Indonesia,"Jl. Sekar Tangjung Raya No.50, Purbalingga, Indonesia",Indonesia,,5,,,5
https://fleibisnis.com/franchisedetails/domeburger,Dome Burger,"Kuliner Burger dengan cita rasa Beef Burger Classic yang empuk nikmat dan juicy, hadir dengan konsep kekinian, untuk berkembang bersama mitra di seluruh Indonesia melalui pola kerjasama Kemitraan atau Waralaba.",Food & Beverage,Kemitraan,74400000,,,2020,"Anugerah Bersama Abadi, CV","Jalan Raya Pangkalan Jati 1 No. 28 Cinere Depok, Jawa Barat, Indonesia",Indonesia,IDR,3,7000000,59,3
https://fleibisnis.com/franchisedetails/domui,DOMUI,"DOMUI adalah sebuah brand kuliner dengan produk buttercorn. Menu DOMUI terdapat buttercorn cheese dan buttercorn mozzarella dengan berbagai varian topping oreo, greentea, chocolate, dan regal. Lengkap dengan 9 varian DOMUI drink.",Food & Beverage,Peluang Usaha,6000000,,,2019,Domui Corn,"Jalan Raya Sawojajar 1, Malang, Jawa Timur, Indonesia",Indonesia,IDR,2,5000000,,
https://fleibisnis.com/franchisedetails/donsburger,Dons Burger,Dons Burger berdiri sejak tahun 2007 dengan gerai pertama terletak di Pusat Grosir Cililitan Mal Jakarta yang bermula dari kios booth.,Food & Beverage,Kemitraan,330000000,,,2007,"Dons Bogatama, PT","Jalan Cipnang Muara 3 No. 19, Jakarta Timur, Indonesia",Indonesia,IDR,3,17000000,86,4
https://fleibisnis.com/franchisedetails/dontogoricebowl,Dontogo Rice Bowl,"“Don” berasal dari kata Jepang “DONBURI” yang secara umum berarti mangkuk atau bowl, yang disingkat menjadi “DON” sebagai sufiks.",Food & Beverage,Kemitraan,25000000,,,2017,"Dontogo Indonesia Berjaya, CV","Jalan Nginden Intan Timur E2 No. 9, Sukolilo, Surabaya, Jawa Timur",Indonesia,IDR,3,10000000,,
https://fleibisnis.com/franchisedetails/donuthing,Donuthing,"Donuthing menyajikan camilan unik berupa Donat. Bukan hanya donat biasa, melainkan donat goreng kekinian yang disajikan dengan aneka isian yang manis legit.",Food & Beverage,Kemitraan,29000000,,,2020,"Dunia Patiseri Tanpa Batas, PT","Jl. Ruko Orlin Arcade Blok RO No.10, Serpomg, Tangerang, Indoensia",Indonesia,IDR,3,6000000,20,
https://fleibisnis.com/franchisedetails/dorinow,Dori Now!,"Dori Now! Merupakan brand pertama yang diluncurkan untuk memulai perusahaan kami. Dalam usahanya, Dori Now! menyajikan berbagai jenis makanan berbahan dasar fillet dori, yang diolah dengan sepenuh hati untuk tetap mempertahankan nutrisi dan kandungan dalam ikan dori, serta mengutamakan kesehatan para pelanggan.",Food & Beverage,Waralaba,235000000,,,2021,"Duo Cipta Kuliner, PT","Ruko Galaxy Blok K No. 87, Jl. Taman Palem Lestari, Cengkareng, Jakarta Barat, Indonesia",Indonesia,IDR,5,35000000,46,
https://fleibisnis.com/franchisedetails/doyanayam,Doyan Ayam,Perusahaan startup yang bergerak di bidang management of food & beverage franchising.,Food & Beverage,Kemitraan,12000000,,,2016,"Semangat Wirausaha, CV","Tandes Kidul I No.16, Surabaya, Indonesia",Indonesia,IDR,5,15000000,,
https://fleibisnis.com/franchisedetails/dpenyetz,D'Penyetz,"Dijuluki sebagai ""Indonesian KFC"", D'Penyetz pertama didirikan di Singapura. Kini memiliki gerai di mancanegara antara lain Indonesia, Malaysia, Australia, Brunei Darussalam, dan Myanmar. Rasa Bintang Lima, Harga Kaki Lima adalah tagline yang kerap digunakan karena D'Penyetz ingin memberikan makanan dengan kualitas dan harga terbaik. Mari maju bersama D'Penyetz dan memiliki usaha yang sudah teruji waktu dan terus berkembang.",Food & Beverage,Peluang Usaha,500000000,,,2008,D'Penyetz & D'Cendol,"Jl. Kedoya Pesing No. 1B, Jakarta Barat, Indonesia",Singapore,IDR,5,,50,5
https://fleibisnis.com/franchisedetails/dunotscrispy,Dunots Crispy,Dunots merupakan donat krispi yang dikemas dengan kualitas rasa premium bertekstur lembut yang dapat dinikmati dengan berbagai aneka filling (isi donat) dan topping yang dapat disesuaikan dengan selera sehingga menghasilkan cita rasa yang sangat khas dan bikin nagih!,Food & Beverage,Kemitraan,75000000,,,2020,Dunots Crispy,"Ruko Villa Riski Ilhami 2 Blok RA 3A Sawangan, Depok, Indonesia",Indonesia,IDR,,10000000,8,
https://fleibisnis.com/franchisedetails/earlofsandwich,Earl of Sandwich,"Earl of Sandwich adalah jaringan waralaba yang berpusat di Orlando, Florida, Amerika Serikat yang mempopulerkan sandwich khas Inggris Raya dan Irlandia pada abad ke18 dan merupakan gagasan dari Orlando Montagu, yang merupakan putra bungsu dari the 11th Earl of Sandwich. Sebagai informasi, Earl of Sandwich adalah gelar bangsawan dalam Kebangsaan Inggris yang dipegang sejak pembentukannya oleh House of Montagu.",Food & Beverage,Waralaba,350000,,,2004,"Earl of Sandwich, LLC",Amerika Serikat,Amerika Serikat,USD,10,,,
https://fleibisnis.com/franchisedetails/estherhouseofbeauty,Esther Aesthetic Clinic,"Esther Aesthetic Clinic telah 27 tahun hadir untuk menyediakan perawatan estetika secara menyeluruh untuk bagian rambut, kulit wajah, kontur wajah, slimming, dan tangan hingga kaki.",Health & Beauty,Kemitraan,250000000,,,1994,"Duta Ayu, CV","Jalan WR Supratman No.22 Surabaya, Indonesia",Indonesia,IDR,5,72000000,,3
https://fleibisnis.com/franchisedetails/firefitness,FIRE Fitness,FIRE Fitness merupakan klub kebugaran/fitness center primium yang didirikan pada September 2015 di Malaysia dengan tujuan membantu mengorbarkan semangat dan motivasi semua untuk untuk memiliki dan menjalankan hidup yang kaya dan penuh akan inspirasi terhadap kesehatan dan kebugaran tubuh dan jiwa.,Health & Beauty,Waralaba,100000,,,2015,Evolution Wellness Group,Malaysia,Malaysia,USD,,,,
https://fleibisnis.com/franchisedetails/gakkodigitalartanimation,Gakko Digital Art & Animation,Gakko Digital Art & Animation mempunyai kurikulum belajar digital dan animasi khusus untuk anakanak mulai usia 5 tahun.,Education,Waralaba,50000000,,,2019,"Mitra Indonesia Cerdas, PT","Jalan Gunung Sahari Raya No. 60  63, Ruko Gunung Sahari Permai Blok C No. 7, Jakarta Pusat, Indonesia",Indonesia,IDR,3,,,15
https://fleibisnis.com/franchisedetails/gofitfitness,GoFit Fitness,"GoFit merupakan klub kebugaran asal Malaysia ini memiliki konsep ""A New High Value, Low Pice (HVLP) dikembangkan, dikelola dan dimiliki oleh Evolution Wellness (WE) pemilik dan pengelola merekmerek klub terbaik dan terkenal di Asia seperti Fitness First, Celebrity Fitness, CHi Fitness. FIRE Fitness dan Fivelements dengan lebih dari 170 klub di 6 negara.",Health & Beauty,Waralaba,100000,,,2019,Evolution Wellness Group,Malaysia.,Malaysia,USD,,,,
https://fleibisnis.com/franchisedetails/goflow,Go Flow,Go Flow dengan visinya menjadi perusahaan air isi ulang terpercaya dan terbesar di Indonesia ingin ikut serta menyehatkan konsumen Indonesia melalui air isi ulang yang diproduksinya.,Health & Beauty,Kemitraan,300000000,,,2019,"Tirta Santosa Abadi, CV",Jl. Pingit Kidul No.23 Bumijo Jetis Yogyakarta,Indonesia,,10,,,5
https://fleibisnis.com/franchisedetails/guree,GURÈE,GURÈE mendefinisikan ulang konsep rice bowl yang simpel namun dengan bahanbahan yang premium yang menjamin rasa otentik dari setiap menu yang dihadirkan.,Health & Beauty,Waralaba,280000000,,,2019,"Guree Mendunia Tiada Henti, PT","AIA Central Building Lv.31  Jl. Jendral Sudirman No.Kav 48A, Jakarta Selatan 12930, Indonesia",Indonesia,IDR,5,25000000,300,
https://fleibisnis.com/franchisedetails/hangtuah,HANG TUAH,HANG TUAH adalah sebuah brand dengan karakter IndonesiaPeranakan yang menhadirkan aneka hidangan dan minuman yang berkonsep Modern Kopitiam.,Food & Beverage,Waralaba,600000000,,,2016,"leviputera Enak Bersama, PT","Tmn Pegangsaan Indah blok A/1011, Kelapa Gading. 14250, Jakarta Utara, Indonesia",Indonesia,IDR,5,35000000,15,5
https://fleibisnis.com/franchisedetails/harummaranggiindonesia,Harum Maranggi Indonesia,"Harum Maranggi adalah sate kooah pertama di Indonesia yang memiliki potongan daging yang lebih besar dan tebal, rasa gurih dan manis yang menyerap ke daging, dilengkapi dengan buras, gandul, dan ceker serta dilengkapi dengan berbagai macam sambal.",Health & Beauty,Kemitraan,64999999,,,2021,"Harum Maranggi Indonesia, PT","Jl. Merawan No. 14, Pangkalan Jati, Kota Depok, Indonesia",Indonesia,IDR,3,13500000,,5
https://fleibisnis.com/franchisedetails/headquarters,HEADQUARTERS,"HEADQUARTERS Group Company merupakan salon kecantikan dewasa yang menawarkan bermacammacam service seperti hair cutting, coloring, chemical dan treatment untuk pria dan wanita.",Health & Beauty,Kemitraan,1200000000,,,2009,"KiddyCuts Pratama Indonesia, PT","Jalan KH. Wahid Hasyim No. 48B, Kebon Sirih, Menteng, Jakarta Pusat, Indonesia",Indonesia,IDR,5,,,7
https://fleibisnis.com/franchisedetails/holysquid,Holysquid,"Holysquid mengusung konsep onthego nasi sambal cumi kekinian. Dengan banyak ragam pilihan sambal (sambal merah, sambal hijau, sambal kecap, dan lainlain) pelanggan dapat menikmati makanan yang enak dan murah. Terdapat juga pilihan menu sampingan seperti kulit krispy, telur, dan lainlain. Miliki segera usaha kekinian yang menarik, merakyat dan terjangkau.",Food & Beverage,Waralaba,25000000,,,2020,Tidak ada data,,Indonesia,IDR,3,,100,5
https://fleibisnis.com/franchisedetails/hungrybank,HUNGRYBANK,"Hungrybank adalah Kemitraan Bisnis Kuliner yang didirikan khusus untuk orangorang yang ingin membuka bisnis kuliner dengan modal yang terjangkau, karena kuliner merupakan bisnis yang menjanjikan meskipun disaat Pandemi.",Food & Beverage,Kemitraan,191100000,,,2020,"Indosukses Makmur Berjaya, PT","Jl. RS. Fatmawati Raya No. 33, Pondok Labu, Kecamatan Cilandak, Jakarta Selatan 12450, Indonesia",Indonesia,IDR,5,30000000,40,
https://fleibisnis.com/franchisedetails/hungrypedia,HUNGRYPEDIA,"Hungrypedia adalah Kemitraan Bisnis Kuliner yang didirikan khusus untuk orangorang yang ingin membuka bisnis kuliner dengan modal yang terjangkau, karena kuliner merupakan bisnis yang menjanjikan meskipun di saat pandemi.",Food & Beverage,Kemitraan,243200000,,,2020,"Indosukses Makmur Berjaya, PT","Jl. RS. Fatmawati Raya No. 33, Pondok Labu, Cilandak, Jakarta Selatan 12450, Indonesia",Indonesia,IDR,5,50000000,40,
