franchise_href,franchise_id,franchise_name,description,franchise_category,franchise_type,costs,total_outlets,website_url,phone_number,email_address,year_established,company_name,company_address,net_profits_per_month,license_duration_in_years,royalty_fees_per_month,return_of_investments,logo_image_url,image_url
https://fleibisnis.com/franchisedetails/ayamgepukpakgembus,11,Ayam Gepuk Pak Gembus,"Siapa tak kenal Ayam Gepuk Pak Gembus? Pedasnya bikin nagih dan pengen lagi. Apalagi kamu yang suka banget makan pedas, pasti tau banget Ayam Gepuk Pak Gembus. Ayam Gepuk asal Yogyakarta ini sudah memiliki gerai hampir diseluruh Indonesia lho. Nah, kalo selama ini kamu yang belum tau rasanya yang pedas dan nikmat, segera datang atau bisa beli secara online.",Kuliner,Kemitraan,142000000,464,https://www.ayamgepukpakgembus.co.id/,08121800050,support@ayamgepukpakgembus.co.id,2013,"Gelora Muda Berjaya, PT","Maqna Residence Ruko 8 dan 9 Jl. Meruya Ilir Raya No.88, Jakarta Barat, Indonesia",,3,2,40,,
https://fleibisnis.com/franchisedetails/bakmibaksobooster,12,Bakmi Bakso Booster,Bakmi bakso booster adalah bakmi dan bakso gerobakan pertama di indonesia dengan varian menu klasik dan menu kekiniaan,Kuliner,Kemitraan,150000000,1,https://bakmibaksobooster.com/,081283913892,info@bakmibaksoboster.com,2017,Sajindo Kimura Raya. PT,"Jalan Bintara 15 No.26 RW013, Bintara , kec Bekasi Barat , Jawa barat 17134. Indonesia",20000000,5,3,30,,
https://fleibisnis.com/franchisedetails/baksokampungquestelerkapten,13,Bakso Kampungqu & Es Teler Kapten,Bakso Kampungqu adalah perusahaan yang bergerak di bidang industri makanan yang berdiri sejak tahun 2010 dan sudah memiliki lebih dari 110 gerai yang yang tersebar di seluruh Indonesia saat ini.,Kuliner,Kemitraan,18000000,11,https://www.instagram.com/baksokampungqu.id/,081328446185,,2010,Bakso Kampungqu,"Jl. Affandi No. 18B, Gejayan, Depok, Catur Tunggal, Sleman  Yogyakarta, Indonesia",8000000,,,,,
https://fleibisnis.com/franchisedetails/bapauthing,14,Bapauthing,"Dikenal sebagai ""Bapau"" Family, Baim & Paula, yang telah berkecimpung dibisnis F&B yaitu Donuthing. Berinovasi membuat camilan Bakpao yang menggugah selera.",Kuliner,Kemitraan,24000000,13,"https://www.instagram.com/bapauthing,.id",8119597770,,2021,"Dunia Patiseri Tanpa Batas, PT","Jl. Ruko Orlin Arcade Blok RO No.10 Serpong Jaya, Tangerang, Indonesia",7390000,3,,20,,
https://fleibisnis.com/franchisedetails/bebekrenon,15,Bebek Renon,"Kuliner Nusantara Herritage, sajian Bebek Goreng Krispy khas Bali dengan sambal renon yang pedas serta sambal matah Bali yang menyegarkan.",Kuliner,Waralaba,580000000,21,https://www.instagram.com/bebekrenonofficial/,,,2011,"Trio Express Abadi Makmur, PT","Jl. Pangkalan Jati No.36, Pangkalan Jati, Jakarta Selatan 12450, Indonesia",20000000,5,1,74,,
https://fleibisnis.com/franchisedetails/bezzeracoffeemachine,16,BEZZERA Coffee Machine,"BEZZERA Coffee Machine membuka jalan menuju kesuksesan dalam industri kopi. Dengan mesin kopi yang dikemas dengan inovasi dan kualitas, memulai bisnis kopi dengan brand ini memberikan keunggulan kompetitif yang signifikan. Para pengusaha dapat menawarkan pengalaman kopi premium dengan cita rasa yang konsisten, menarik pelanggan yang menghargai kualitas dan detail dalam setiap cangkir. Selain itu, daya tarik estetika mesin kopi BEZZERA juga dapat meningkatkan citra kafe atau usaha kopi Anda, menciptakan lingkungan yang mengundang dan eksklusif. Dengan kombinasi antara desain yang menawan dan teknologi terkini, menjadikan bisnis dengan BEZZERA Coffee Machine pilihan yang cerdas untuk mengukir keberhasilan di industri kopi yang kompetitif.",Kuliner,Waralaba,50000000,12,https://www.rotaryana.com/,,,1972,Rotaryana,"Jl. Teuku Cik Ditiro No.16 Gondangdia, Menteng, Jakarta Pusat, Indonesia",,,,,,
https://fleibisnis.com/franchisedetails/biru,17,BIRU,"Dengan mengusung Visi BIRU yaitu ""Tumbuh Memimpin Pasar Air Minum Isi Ulang Melalui Penerapan PrinsipPrinsip Bisnis dan Kemanusiaan yang Benar"", waralaba BIRU menjadi yang pertama menawarkan konsep bisnis waralaba/franchise untuk kategori usaha depo air minum di Indonesia (Rekor Muri 2007).",Kesehatan & Kecantikan,Waralaba,530640000,626,https://www.airminumbiru.com/,0811996227,,2002,"Biru Semesta Abadi, PT",,10000000,10,9,22,,
https://fleibisnis.com/franchisedetails/blackcanyoncoffee,18,Black Canyon Coffee,"Black Canyon Coffee mengoperasikan Coffee House/Restaurant dengan menyajikan makanan dan minuman dengan kualitas terbaik, yang terletak di pusat perbelanjaan, pertokoan, Rumah Sakit, Hotel, dan lokasi lainnya di seluruh Indonesia serta di beberapa Negara lainnya termasuk pusat kami di Thailand.",Kuliner,Kemitraan,850000000,4,http://www.blackcanyoncoffee.com/,,,1993,"Bhojana Cipta Hita Indonesia, PT","Jl. Sidosermo 10A Surabaya, Jawa Timur, Indonesia",80000000,10,10,3,,
https://fleibisnis.com/franchisedetails/bobapan,19,Boba Pan,Boba Pan adalah bisnis kuliner makanan dan minuman boba yang digemari dan diburu oleh foodlovers seIndonesia.,Kuliner,Waralaba,45000000,28,https://www.instagram.com/bobapan_idn/,081314802492,bobapan.indo@gmail.com,2017,Makko Group,"Jl. Telesonik Komplek Pergudangan Surya No. 10 Tangerang, Banten 15136, Indonesia",25500000,,,34,,
https://fleibisnis.com/franchisedetails/boscoffee,20,Bo's Coffee,"Bo's Coffee adalah homegrown specialty coffee chain terpopuler di Filipina yang didirikan oleh Steve Benitez pada tahun 1996 di Cebu, Filipina.",Kuliner,Waralaba,1400000000,15,https://www.boscoffee.com/,0286509894,contact@boscoffee.com,1996,"WS And Landin, Inc.","Warehouse #0,Pines St., Brgy Buayang Bato, Mandaluyong City 1550, Philippine.",,10,,,,
https://fleibisnis.com/franchisedetails/bulgogiyaa,21,BULGOGI YAA,Bulgogi Yaa! Mengembangkan menumenu khas Korea agar masyarakat Indonesia Dapat menikmati pengalaman Kuliner seperti sedang berada di Korea.,Kuliner,Kemitraan,200000000,1,https://www.instagram.com/bulgogi.yaa/,,,2019,"Moana Odina Harmoni, PT","Lt. 2 The View Building, Jl. Pahlawan Revolusi No.5, RT.8/RW.9, Kota Jakarta Timur, Indonesia,",50000000,3,5,35,,
https://fleibisnis.com/franchisedetails/bumbumbobaindonesia,22,Bum Bum Boba Indonesia,"Bum Bum Boba Indonesia merupakan bisnis minuman yang mengusung konsep minuman kekinian. Hadir dengan puluhan minuman yang sangat variatif sesuai trend sekarang. Kualitas minuman yang premium tapi harga yang sangat terjangkau, sehingga masyarakat dari kalangan atas sampai middle low bisa merasakan minuman ini.",Kuliner,Waralaba,3500000,4,https://gofood.co.id/solo/restaurant/bumbumbobaindonesiakaranganyar8c95ceb477b34850857b038f75729ad1,,,2020,Berdikari Minuman Group,"Jl. Raya Kaling, Tasikmadu, Karanganyar, Jawa Tengah, Indonesia",5000000,3,,,,
https://fleibisnis.com/franchisedetails/burgerbangor,23,Burger Bangor,"Burger Bangor merupakan bisnis makanan dengan racikan citarasa bangor yang berbeda, menggunakan bahan baku 100% daging sapi Australia berkualitas tinggi dan rendah lemak, juga roti dan saos yang dibuat sendiri dengan harga terjangkau mulai dari Rp.12.500",Kuliner,Kemitraan,79000000,26,https://www.instagram.com/burgerbangor/,082125054959,,2019,"Bangor Berkembang Abadi, PT","Duta Indah Karya Blok C No.12 Rawabuaya, Cengkareng, Jakarta Barat, Indonesia",,3,,100,,
https://fleibisnis.com/franchisedetails/camcaw,24,CamCaw,"CamCaw Indonesia adalah perusahaan yang bergerak di waralaba food service sejak tahun 2014 dan telah dipercaya oleh ratusan mitra yang berbaik baik dengan merek dagang CamCaw, bergerak di bidang artisan minuman maupun dengan merekmerek yang dibangun dalam naungan perusahaan kami.",Kuliner,Waralaba,12000000,61,https://www.instagram.com/cam_caw/?hl=id,,,2014,"Camcaw Indonesia, CV","Jalan Bali No. 28 RT. 1 RW 02 Kampung Baru Pasar Kliwon, Surakarta, Jawa Tengah, Indonesia",3000000,5,5,,,
https://fleibisnis.com/franchisedetails/cetroocoffee,25,Cetroo Coffee,"Cetroo Coffee adalah salah satu brand minuman kopi di Indonesia yang berdiri pada tahun 2009. Cetroo Coffee memproduksi berbagai olahan minuman berbahan dasar biji kopi pilihan dan berkualitas. Cetroo mengembangkan bisnis F&B dengan konsep cafe dan mini resto kekinian yang menyediakan minuman kopi fresh dan modern, dengan nilai investasi yang terjangkau, begitu juga harga minuman terjangkau bagi masyarakat, yang pasti tetap menguntungkan bagi mitra.",Kuliner,Waralaba,104000000,34,https://cetroocoffee.com/,081328956766,admin@cetroocoffee.com,2009,Cetroo Coffee,"Grand Galaxy City, Jl. Boulevard Raya Rukan RGB No. 85, RT.001/RW.002, Jaka Setia, Kec. Bekasi Selatan, Kota Bekasi, Jawa Barat 17147, Indonesia",24000000,3,3,100,,
https://fleibisnis.com/franchisedetails/crepesignature,26,Crepe Signature,"Snack asal France yang crunchy dan penuh nutrisi, kekinian sepanjang masa.",Kuliner,Waralaba,150000000,4,https://www.instagram.com/crepesignatureid/,087710108230,,2014,Crepe Siganture Indonesia,"Jl. Raya Solo  Tawangmangu KM. 8 Triyagan, Jawa Tengah, Indonesia",,,,,,
https://fleibisnis.com/franchisedetails/crispykufriedchicken,27,Crispyku Fried Chicken,Crispyku Fried Chicken adalah salah satu merek fried chicken (ayam goreng) Indonesia yang telah berkiprah lebih dari 10 tahun dalam bisnis makanan siap saji.,Kuliner,Waralaba,22000000,75,https://crispyku.com/,08159979282,,2010,"Mitra Sukses Bogatama, CV","Green Sedayu Bizpark Gs 9A No. 1 Cakung, Jakarta Timur, Indonesia",5000000,5,1,1,,
https://fleibisnis.com/franchisedetails/currysuu,28,Currysuu!,"Currysuu! merupakan restoran Jepang dengan curry sebagai spesialisasi utamanya. Tidak terbatas hanya di curry saja, Currysuu! juga mempunyai menumenu Jepang lainnya seperti Donburi dan Omurice.",Kuliner,Kemitraan,520000000,1,https://www.instagram.com/currysuu/,,,2020,Currysuu!,"Ruko South Goldfinch Blok SGD no. 5, Cihuni, Kec. Pagedangan, Tangerang, Banten, Indonesia",17500000,3,2,,,
https://fleibisnis.com/franchisedetails/dailyfreshwater,29,Daily Fresh Water,DAILY FRESH WATER adalah bisnis depot air minum modern dan kekinian yang berdiri sejak tahun 2017. Bisnis jangka panjang yang sangat menjanjikan & dimasa krisis saat ini penjualan di semua outlet kami mengalami peningkatan. Proses Ultrafiltrasi dan kualitas air terbaik kami dibuktikan dengan sudah memiliki Sertifikasi Hasil Tes Labotarium Kesehatan resmi dan Sertifikasi Halal. Kami sudah mendukung pemenuhan kebutuhan pokok air minum masyarakat luas dengan 70 outlet kami di Indonesia.,Kesehatan & Kecantikan,Waralaba,355000000,7,https://www.dailyfreshwater.com/,081513122531,customermwb@gmail.com <customermwb@gmail.com>;,2020,"Manajemen Waralaba Bersama, PT","Jl. Joglo Raya no 5, Kembangan, Jakarta Barat 11640, Indonesia",,5,,,,
https://fleibisnis.com/franchisedetails/dbakmie,30,D'Bakmie,"D'Bakmie memanjakan pelanggan dengan berbagai pilihan mie (mie ayam, mie yamin manis, mie yamin asin, mie lebar dan lainlain). Dengan konsep mie kekinian dan penyajian yang modern dan menarik menjadikan D'Bakmie usaha yang cepat berkembang.",Kuliner,Kemitraan,150000000,12,,,,2020,,,,5,5,,,
https://fleibisnis.com/franchisedetails/dcendol,31,D'CENDOL,"D'CENDOL didirikan pada tahun 2014 dengan visi untuk melestarikan budaya cendol Indonesia. Kami memperbanyak variasi menu cendol dengan beberapa dessert bowls dan es durian yang sangat disukai oleh para pelanggan. Kami benarbenar menyajikan cendol yang sebenarnya, berkualitas dan BUKAN JELLY.",Kuliner,Kemitraan,30000000,48,https://www.instagram.com/dcendol/,,,2014,"Paragon Casa Boga, PT","APL Tower Lantai 7  T9, Jl. S Parman Kav 28, Jakarta Barat, Indonesia",,5,,1,,
https://fleibisnis.com/franchisedetails/dimsumdarihati,32,Dimsum Dari Hati,"Dimsum disebut juga ""Point Of Heart"" atau sesuatu yang berharga dari hati. Hal ini dikarenakan dimsum merupakan makanan ringan yang sering dinikmati bersama orangorang terkasih.",Kuliner,Waralaba,35000000,5,https://www.instagram.com/dimsumdarihati/,081225249955,,2020,Bogajaya Lautan Rejeki. PT,"Jalan Arif Rahman Hakim No. 49 Jagabaya Bandar Lampung, Lampung, Indonesia",12000000,5,,30,,
https://fleibisnis.com/franchisedetails/djagojowo,33,Djago Jowo,Resto ayam premium yang menghadirkan varian menu khas jawa dengan ayam jago dengan ukuran besar..,Kuliner,Kemitraan,700000000,1,https://djagojowo.co.id/,082336966666,info@djagojowo.co.id,2019,Berkah Anugerah Indonesia,"Jl. Sekar Tangjung Raya No.50, Purbalingga, Indonesia",,5,5,,,
https://fleibisnis.com/franchisedetails/domeburger,34,Dome Burger,"Kuliner Burger dengan cita rasa Beef Burger Classic yang empuk nikmat dan juicy, hadir dengan konsep kekinian, untuk berkembang bersama mitra di seluruh Indonesia melalui pola kerjasama Kemitraan atau Waralaba.",Kuliner,Kemitraan,74400000,2,https://www.instagram.com/domeburger01/,,,2020,"Anugerah Bersama Abadi, CV","Jalan Raya Pangkalan Jati 1 No. 28 Cinere Depok, Jawa Barat, Indonesia",7000000,3,3,59,,
https://fleibisnis.com/franchisedetails/domui,35,DOMUI,"DOMUI adalah sebuah brand kuliner dengan produk buttercorn. Menu DOMUI terdapat buttercorn cheese dan buttercorn mozzarella dengan berbagai varian topping oreo, greentea, chocolate, dan regal. Lengkap dengan 9 varian DOMUI drink.",Kuliner,Peluang Usaha,6000000,39,https://www.instagram.com/domui.adhidarmacirebon/,085101788668,,2019,Domui Corn,"Jalan Raya Sawojajar 1, Malang, Jawa Timur, Indonesia",5000000,2,,,,
https://fleibisnis.com/franchisedetails/donsburger,36,Dons Burger,Dons Burger berdiri sejak tahun 2007 dengan gerai pertama terletak di Pusat Grosir Cililitan Mal Jakarta yang bermula dari kios booth.,Kuliner,Kemitraan,330000000,6,https://donsburger.id/,081312121101,kemitraan@dons.co.id,2007,"Dons Bogatama, PT","Jalan Cipnang Muara 3 No. 19, Jakarta Timur, Indonesia",17000000,3,4,86,,
https://fleibisnis.com/franchisedetails/dontogoricebowl,37,Dontogo Rice Bowl,"“Don” berasal dari kata Jepang “DONBURI” yang secara umum berarti mangkuk atau bowl, yang disingkat menjadi “DON” sebagai sufiks.",Kuliner,Kemitraan,25000000,1,https://linktr.ee/dontogoid,08972341717,,2017,"Dontogo Indonesia Berjaya, CV","Jalan Nginden Intan Timur E2 No. 9, Sukolilo, Surabaya, Jawa Timur",10000000,3,,,,
https://fleibisnis.com/franchisedetails/donuthing,38,Donuthing,"Donuthing menyajikan camilan unik berupa Donat. Bukan hanya donat biasa, melainkan donat goreng kekinian yang disajikan dengan aneka isian yang manis legit.",Kuliner,Kemitraan,29000000,13,https://www.instagram.com/donuthing_kulonprogo/,082325077606,,2020,"Dunia Patiseri Tanpa Batas, PT","Jl. Ruko Orlin Arcade Blok RO No.10, Serpomg, Tangerang, Indoensia",6000000,3,,20,,
https://fleibisnis.com/franchisedetails/dorinow,39,Dori Now!,"Dori Now! Merupakan brand pertama yang diluncurkan untuk memulai perusahaan kami. Dalam usahanya, Dori Now! menyajikan berbagai jenis makanan berbahan dasar fillet dori, yang diolah dengan sepenuh hati untuk tetap mempertahankan nutrisi dan kandungan dalam ikan dori, serta mengutamakan kesehatan para pelanggan.",Kuliner,Waralaba,235000000,3,https://www.instagram.com/dorinow.id/,85157625662,general.dorinow@gmail.com,2021,"Duo Cipta Kuliner, PT","Ruko Galaxy Blok K No. 87, Jl. Taman Palem Lestari, Cengkareng, Jakarta Barat, Indonesia",35000000,5,,46,,
https://fleibisnis.com/franchisedetails/doyanayam,40,Doyan Ayam,Perusahaan startup yang bergerak di bidang management of Kuliner franchising.,Kuliner,Kemitraan,12000000,15,https://doyanayam.com/,083831065888,,2016,"Semangat Wirausaha, CV","Tandes Kidul I No.16, Surabaya, Indonesia",15000000,5,,,,
https://fleibisnis.com/franchisedetails/dpenyetz,41,D'Penyetz,"Dijuluki sebagai ""Indonesian KFC"", D'Penyetz pertama didirikan di Singapura. Kini memiliki gerai di mancanegara antara lain Indonesia, Malaysia, Australia, Brunei Darussalam, dan Myanmar. Rasa Bintang Lima, Harga Kaki Lima adalah tagline yang kerap digunakan karena D'Penyetz ingin memberikan makanan dengan kualitas dan harga terbaik. Mari maju bersama D'Penyetz dan memiliki usaha yang sudah teruji waktu dan terus berkembang.",Kuliner,Peluang Usaha,500000000,128,https://www.instagram.com/dpenyetz_group/,02156951919,edypenyet@gmail.com,2008,D'Penyetz & D'Cendol,"Jl. Kedoya Pesing No. 1B, Jakarta Barat, Indonesia",,5,5,50,,
https://fleibisnis.com/franchisedetails/dunotscrispy,42,Dunots Crispy,Dunots merupakan donat krispi yang dikemas dengan kualitas rasa premium bertekstur lembut yang dapat dinikmati dengan berbagai aneka filling (isi donat) dan topping yang dapat disesuaikan dengan selera sehingga menghasilkan cita rasa yang sangat khas dan bikin nagih!,Kuliner,Kemitraan,75000000,6,https://www.instagram.com/https://www.instagram.com/dunots.id/,,,2020,Dunots Crispy,"Ruko Villa Riski Ilhami 2 Blok RA 3A Sawangan, Depok, Indonesia",10000000,,,8,,
https://fleibisnis.com/franchisedetails/earlofsandwich,43,Earl of Sandwich,"Earl of Sandwich adalah jaringan waralaba yang berpusat di Orlando, Florida, Amerika Serikat yang mempopulerkan sandwich khas Inggris Raya dan Irlandia pada abad ke18 dan merupakan gagasan dari Orlando Montagu, yang merupakan putra bungsu dari the 11th Earl of Sandwich. Sebagai informasi, Earl of Sandwich adalah gelar bangsawan dalam Kebangsaan Inggris yang dipegang sejak pembentukannya oleh House of Montagu.",Kuliner,Waralaba,4900000000,25,https://earlofsandwichusa.com/franchise/,,franchise@earlofsandwichusa.com,2004,"Earl of Sandwich, LLC",Amerika Serikat,,10,,,,
https://fleibisnis.com/franchisedetails/estherhouseofbeauty,44,Esther Aesthetic Clinic,"Esther Aesthetic Clinic telah 27 tahun hadir untuk menyediakan perawatan estetika secara menyeluruh untuk bagian rambut, kulit wajah, kontur wajah, slimming, dan tangan hingga kaki.",Kesehatan & Kecantikan,Kemitraan,250000000,14,https://esther.id/,081230959157,,1994,"Duta Ayu, CV","Jalan WR Supratman No.22 Surabaya, Indonesia",72000000,5,3,,,
https://fleibisnis.com/franchisedetails/firefitness,45,FIRE Fitness,FIRE Fitness merupakan klub kebugaran/fitness center primium yang didirikan pada September 2015 di Malaysia dengan tujuan membantu mengorbarkan semangat dan motivasi semua untuk untuk memiliki dan menjalankan hidup yang kaya dan penuh akan inspirasi terhadap kesehatan dan kebugaran tubuh dan jiwa.,Kesehatan & Kecantikan,Waralaba,1400000000,4,https://firefitness.com.my/,,,2015,Evolution Wellness Group,Malaysia,,,,,,
https://fleibisnis.com/franchisedetails/gakkodigitalartanimation,46,Gakko Digital Art & Animation,Gakko Digital Art & Animation mempunyai kurikulum belajar digital dan animasi khusus untuk anakanak mulai usia 5 tahun.,Pendidikan,Waralaba,50000000,5,https://www.gakkodigitalart.com/,0818745078,info.gakkodigitalart@gmail.com,2019,"Mitra Indonesia Cerdas, PT","Jalan Gunung Sahari Raya No. 60  63, Ruko Gunung Sahari Permai Blok C No. 7, Jakarta Pusat, Indonesia",,3,15,,,
https://fleibisnis.com/franchisedetails/gofitfitness,47,GoFit Fitness,"GoFit merupakan klub kebugaran asal Malaysia ini memiliki konsep ""A New High Value, Low Pice (HVLP) dikembangkan, dikelola dan dimiliki oleh Evolution Wellness (WE) pemilik dan pengelola merekmerek klub terbaik dan terkenal di Asia seperti Fitness First, Celebrity Fitness, CHi Fitness. FIRE Fitness dan Fivelements dengan lebih dari 170 klub di 6 negara.",Kesehatan & Kecantikan,Waralaba,1400000000,1,https://www.gofitgym.com.my/,081384609918,info@gofit.id,2019,Evolution Wellness Group,Malaysia.,,,,,,
https://fleibisnis.com/franchisedetails/goflow,48,Go Flow,Go Flow dengan visinya menjadi perusahaan air isi ulang terpercaya dan terbesar di Indonesia ingin ikut serta menyehatkan konsumen Indonesia melalui air isi ulang yang diproduksinya.,Kesehatan & Kecantikan,Kemitraan,300000000,1,https://goflow.id/,082224069188,airminumgoflow@gmail.com,2019,"Tirta Santosa Abadi, CV",Jl. Pingit Kidul No.23 Bumijo Jetis Yogyakarta,,10,5,,,
https://fleibisnis.com/franchisedetails/guree,49,GURÈE,GURÈE mendefinisikan ulang konsep rice bowl yang simpel namun dengan bahanbahan yang premium yang menjamin rasa otentik dari setiap menu yang dihadirkan.,Kesehatan & Kecantikan,Waralaba,280000000,4,https://www.instagram.com/gureefood/,,,2019,"Guree Mendunia Tiada Henti, PT","AIA Central Building Lv.31  Jl. Jendral Sudirman No.Kav 48A, Jakarta Selatan 12930, Indonesia",25000000,5,,300,,
https://fleibisnis.com/franchisedetails/hangtuah,50,HANG TUAH,HANG TUAH adalah sebuah brand dengan karakter IndonesiaPeranakan yang menhadirkan aneka hidangan dan minuman yang berkonsep Modern Kopitiam.,Kuliner,Waralaba,600000000,4,https://www.instagram.com/https://www.instagram.com/hangtuahid/,,,2016,"leviputera Enak Bersama, PT","Tmn Pegangsaan Indah blok A/1011, Kelapa Gading. 14250, Jakarta Utara, Indonesia",35000000,5,5,15,,
https://fleibisnis.com/franchisedetails/harummaranggiindonesia,51,Harum Maranggi Indonesia,"Harum Maranggi adalah sate kooah pertama di Indonesia yang memiliki potongan daging yang lebih besar dan tebal, rasa gurih dan manis yang menyerap ke daging, dilengkapi dengan buras, gandul, dan ceker serta dilengkapi dengan berbagai macam sambal.",Kesehatan & Kecantikan,Kemitraan,64999999,5,https://www.instagram.com/harummaranggi/,081916928002,,2021,"Harum Maranggi Indonesia, PT","Jl. Merawan No. 14, Pangkalan Jati, Kota Depok, Indonesia",13500000,3,5,,,
